text,label,,
“@wsbtvstorm: Brad Nitz: National Weather Service in Birmingham has just gone into their  tornado shelter.” Um. WTF?,1,,
@fiveaciousTDK oh ok my sis n law called and said her and the kids were heading to a shelter cuz a tornado and they're n ATL,1,,
"RT @TORNADOHUNT: Tornado crossing I-95 between Fredericksburg and Richmond now. Take shelter in Bowling Green, VA",0,,
"US/Silver Spring: NWS issues Tornado Warning for parts of #AL, #GA, #TN, #VA. Seek strong shelter now if at risk: http://ow.ly/4IyE0",1,,
"RT @TORNADOHUNT: Tornado will pass south of Rome, GA. Lindale, Euharlee, & Kingston in direct path. Goto safe shelter ASAP!",1,,
"RT @TORNADOHUNT: Alabaster, AL take immediate shelter. Tornado is fast approaching and will cross I-65 soon.",1,,
"@TORNADOHUNT: Tornado will pass south of Rome, GA. Lindale, Euharlee, & Kingston in direct path. Goto safe shelter ASAP!",1,,
"Tornado will pass south of Rome, GA. Lindale, Euharlee, & Kingston in direct path. Goto safe shelter ASAP!",1,,
"Walker County - EMA reports tornado touch down, 65 homes affected, 30 destroyed. Shelter is open at the Walker County Agriculture Center.",0,,
"RT @Estrelinha72: RT @TORNADOHUNT: Tornado crossing I-95 between Fredericksburg and Richmond now. Take shelter in Bowling Green, VA",0,,
"Stay safe RT @utknoxville: To anyone on campus, a severe storm with tornado conditions is in the immediate area. Seek shelter immediately.",1,,
ALABAMA!! ABC 33/40 REPORTING NEW CULLMAN TORNADO ABOUT TO HIT YOU ~ SEEK SHELTER NOW!,1,,
"RT @Nascarnoll: RT @TORNADOHUNT: Alabaster, AL take immediate shelter. Tornado is fast approaching and will cross I-65 soon.",1,,
Church = tornado shelter right now bahhh! http://yfrog.com/h2rxcwej,1,,
"I just want to sleep. Instead, we're setting up a tornado shelter in the hallway. Fun times.",0,,
"whoa! RT- @TORNADOHUNT Tornado crossing I-95 between Fredericksburg and Richmond now. Take shelter in Bowling Green, VA",1,,
"RT @TORNADOHUNT Tornado crossing I-95 between Fredericksburg and Richmond now. Take shelter in Bowling Green, VA",0,,
"RT @TORNADOHUNT: Alabaster, #alabama take immediate shelter. #tornado is fast approaching; will cross I-65 soon. #severe #takeshelter",1,,
"RT @TORNADOHUNT: Tornado crossing I-95 between Fredericksburg and Richmond now. Take shelter in Bowling Green, VA/ @drpenn be safe!",0,,
"LESSON: If you want to film a tornado, just leave your camera recording on some flat surface, and go to FREAKING SHELTER! #tornado",0,,
"Tornado crossing I-95 between Fredericksburg and Richmond now. Take shelter in Bowling Green, VA",0,,
"#tcot #news #prolife RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW! TAKE SHELTER NOW!!! #severe",1,,
Looks like tornado hitting Cropwell - where another client lives on lake. Glad the house is concrete construction with a FEMA shelter inside,0,,
#tornado #madison #alabama Sky just turned a scary shade of yellow here. Taking shelter. http://twitpic.com/4qbr0h ,1,,
"Damn, crazy sh*t RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe",1,,
A tornado has touched down in Cleveland. Take shelter now! Hunkering down w the roomie. So scared. Pray,1,,
RT @Peaceful_intent “@BeReadyCalhoun: Confirmed tornado on the ground in Piedmont. Take shelter now! #alwx”,1,,
This tornado shit is over the top right now.  Had to seek shelter over Mikey bc my kids were going crazy.,1,,
"@sam_s32  ---> RT @FindTheTornado: To err on  side of caution if your near Pell City, AL seek shelter , cannot confirm, but possible tornado",1,,
@BrenDee85 Same tornado cell that hit Tuscaloosa & Birmingham. Just hope she finds good shelter. Should be there around or after 9pm.,1,,
"LMFAO @get_LOWren trying to get some shelter from the tornado, too bad :/ hopefully she'll be okay out there http://plixi.com/p/96566315",1,,
"RT @TORNADOHUNT: Giant hail and strong tornado vortex signature over Eagleton Village, TN heading for Knoxville. take immediate shelter.",1,,
"To err on the side of caution if your near Pell City, AL seek shelter if you havent already, cannot confirm, but possible tornado",0,,
"Alabaster, AL take immediate shelter. Tornado is fast approaching and will cross I-65 soon.",1,,
"roommates are skeptical of the tornado, i for one have taken shelter in our laundry room. #nowindows #justsmellyclothes.",1,,
Err:509,0,,
"UVa homepg:""Tornado sighted. Take shelter immediately""-casual warning that i may indeed get carried off by a violent, rotating column of air",1,,
“@TORNADOHUNT: 5 tornado warnings for counties southwest of Wash DC heading for the beltway. Prepare to take shelter in the metro area” SHIT,0,,
"RT @ismiglif @kberry08: tornado advice from Atlanta news is to ""seek shelter in a substantial structure- NOT a mobile home"". Good to know.",0,,
Err:509,0,,
"Last time my great grandma pulled us into the ""tornado shelter"" (laundry room) I was 6 and nothing happened..... i just played my gameboy.",0,,
#Tornado UA rec center opened for shelter. Counselors are on hand for students,1,,
"Wow RT @TWCBreaking DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe",1,,
BeReadyCalhoun: Confirmed tornado on the ground in Piedmont. Take shelter now! #alwx,1,,
"Never ends! RT @TORNADOHUNT: fast moving tornado east side of Birmingham, AL. If you live in Pell City or Lincoln u must take shelter no ...",1,,
Confirmed tornado on the ground in Piedmont. Take shelter now! #alwx,1,,
"RT @TORNADOHUNT fast moving tornado east side of Birmingham, AL. If you live in Pell City or Lincoln u must take shelter now!!!",1,,
I've heard the recommendation (again) of using a bicycle helmet while taking shelter during a tornado or high wind event.  Good idea!,0,,
"fast moving tornado east side of Birmingham, AL. If you live in Pell City or Lincoln u must take shelter now. U have just minutes!",1,,
"RT @TORNADOHUNT: Radar being obscured by mountains. Possible tornado near Pigeon Forge and Gatlinburg, TN. Seek shelter immediately!",1,,
Take Shelter!!! They don't have the technology right now to see the smaller evidence of a tornado forming!!,1,,
@BradNitzWSB I heard it's best to get out of car & shelter in ditch during tornado?  Why?,1,,
"Per @kberry08: tornado advice from Atlanta news is to ""seek shelter in a substantial structure- NOT a mobile home"". Good to know.",1,,
I love how the tornado warnings in GA remind people to seek shelter in a structure that's not a mobile home.,1,,
Yall think I'm playing. The closet will be my tornado shelter. My daddy better find somewhere to go. Aint no room for the both of us.,1,,
Shit if a tornado suppose to b coming why I don't hear anyone at #MyAsu talking about an underground shelter...Smh We all dead,1,,
@iwbadg scary stuff!! Do you have a tornado shelter? Be safe!,0,,
Dangerous tornado on the ground near Glencoe & Websters Chapel Rd.  TAKE SHELTER #alwx,1,,
"Thank god for West !:)
We are all tornado ready with our snacks, shelter, and relief!
#AAMU",0,,
"Giant hail and strong tornado vortex signature over Eagleton Village, TN heading for Knoxville. take immediate shelter.",1,,
RT @mhaithaca: NWS has issued a tornado warning effective until 9:26pm. Seek shelter away from windows. http://tinyurl.com/5r547ec,1,,
Half mile wide tornado confirmed on the ground tracking towards Webster's Chapel Methodist Church.  Take Shelter!!!,1,,
"RT @TORNADOHUNT 
Radar being obscured by mountains. Possible tornado near Pigeon Forge and Gatlinburg, TN. Seek shelter immediately!",1,,
Tornado WARNING in effect for Tompkins County including Ithaca until 9pm.  Monitor TV/radio NOW and be ready to take shelter IMMEDIATELY!!!,1,,
"Tornado watch. We're discussing where we'll seek shelter. He picked the safe ""room"".  I picked the wine cellar.  What?",1,,
"NWS has issued a tornado warning effective until 9:26pm, replacing tornado watch. Seek shelter away from windows. http://tinyurl.com/5r547ec",1,,
im freaking. everyone is saying to go in shelter cause their might be a tornado :O,0,,
"Radar being obscured by mountains. Possible tornado near Pigeon Forge and Gatlinburg, TN. Seek shelter immediately!",1,,
"Wow! that was really scary, we had to take shelter because of a tornado warning for about 30 minutes, everyone's okay at least",0,,
Tornado just went over our house in Ohatchee/Southside area. In storm shelter,40661.0048611111,1,
And they Tweet! :) RT @barrymoltz: Do you know what most People do in the tornado shelter...they text!,0,,
"RT @TORNADOHUNT: Tornado about to pass over I-95 just north of Richmond, VA close to Ashland. Take shelter in Bowling Green, VA!",1,,
"It's days like this that make you happy you located a handy tornado shelter. You did that already, right?",0,,
"Birmingham, Alabama Tornado Warning- Live Video 
Birmingham Opens Storm Shelter as Tornado hits Tuscaloosa As a massive tornado tears throu",1,,
"RT @TORNADOHUNT: Tornado heading for Cumberland, KY. Take shelter! If u live in a mobile home go to a safer sh… (cont) http://deck.ly/~aoouG",1,,
"RT @RVAREGal “@TORNADOHUNT: Tornado about to pass over I-95 just north of Richmond, VA close to Ashland. Take shelter in Bowling Green, VA!”",1,,
Err:509,1,,
I'm hanging out at my parent house. They have the ultimate tornado shelter: A cave. Hopefully I'll have a home to return to. Many do not.,1,,
"Tornado warning. If you are in Ohatchee or other parts of northwest  Calhoun County, seek shelter NOW. #fb http://bit.ly/klJP99",1,,
"@jennspiller Tornado about to pass over I-95 just north of Richmond, VA close to Ashland. Take shelter in Bowling Green, VA!",1,,
"Tornado about to pass over I-95 just N. of #Richmond, #VA. Close to #Ashland. Great, I have friend there. Also Bowling Green. Seek Shelter.",1,,
"Tornado heading for Cumberland, KY. Take shelter! If u live in a mobile home go to a safer shelter now! @inskok",1,,
"Tornado about to pass over I-95 just north of Richmond, VA close to Ashland. Take shelter in Bowling Green, VA!",1,,
Tornado Warning for Northwestern Calhoun County until 745. Very dangerous storm. Take shelter NOW!,1,,
Waiting in a tornado shelter for a storm that already passed lol,0,,
"RT @TORNADOHUNT: Tornado heading for Cumberland, KY. Take shelter! If u live in a mobile home go to a safer shelter now! #Tornado",1,,
It would be cool if it was a tornado while were in school and everybody had to go to the bomb shelter lol too live,1,,
"RT @tornadohunt: Strong tornado approaching southside of Birmingham. Take shelter now in West Blocton, Wilton, Montevallo, & Alabaster....",0,,
Tornado Warning for Northwestern Calhoun County until 745. Very dangerous storm. Take shelter NOW! #alwx http://nixle.us/7RGLN,1,,
"Tornado heading for Cumberland, KY. Take shelter! If u live in a mobile home go to a safer shelter now! u have time but not much, hurry!",1,,
Err:509,1,,
"oh God! What a tweet! “@TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe”",1,,
"If a tornado is threatening the safest place to be is in an underground shelter, basement or safe room. http://ow.ly/4IwJu",1,,
"RT @TORNADOHUNT: Strong tornado approaching southside of Birmingham. Take shelter now in West Blocton, Wilton, (cont) http://tl.gd/a4ceh7",1,,
Tired of tornado watches - to king shelter with @SamyBrown for some studying,0,,
"Tornado northside of Hunstville, AL. Take shelter in Moores Mill, Meridianville, and New Market",1,,
@drabtshirt RT @TORNADOHUNT Strong tornado vortex signature Wash DC Metro near Bowie! Take shelter!,1,,
"Strong tornado approaching southside of Birmingham. Take shelter now in West Blocton, Wilton, Montevallo, & Alabaster. Debris ball on radar!",1,,
RT @ersle: RT @TORNADOHUNT: Strong tornado vortex signature Wash DC Metro near Bowie! Take shelter!,1,,
"Reports that a possible tornado touched down just east of Fayetteville, TN, folks east of here take shelter now, could still be on ground!",1,,
":O RT: @TWCBreaking TWC Breaking by @anaclarapicolo DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW! TAKE SHELTER NOW!!! #severe",1,,
RT @ersle: RT @TORNADOHUNT: Strong tornado vortex signature Wash DC Metro near Bowie! Take shelter! - mwahaha white house?,0,,
So my brothers just called and they're in some shelter cuz a huge tornado is passing by where they are . WAHHH,0,,
The tv just said there was a tornado and to take shelter! O.O,0,,
"Menacing tornado footage fromTuscaloosa twitvid.com/4W6PU Toad's Wild Ride with FANGS. Listen 4 sirens, seek shelter, be safe as you can.",0,,
RT @TORNADOHUNT: Strong tornado vortex signature Wash DC Metro near Bowie! Take shelter!,1,,
"RT @TORNADOHUNT 
Strong tornado vortex signature Wash DC Metro near Bowie! Take shelter!",1,,
Tornado Watch extended to 3 AM. Conditions are right for a tornado. Remain alert & prepared to take shelter throughout the night.,1,,
tornado warning take shelter shit im going sit on my front porch and relax,1,,
Still very strong rotation around Manchester.....seek shelter right now! Tornado Warning still in effect for Grundy & Warren til 6:45,1,,
Strong tornado vortex signature Wash DC Metro near Bowie! Take shelter!,1,,
Niece is OK!!! she & a room mate took shelter in the closet..could feel the building shaking..tornado hit not far from them.. Thank You God.,0,,
"12,200 views of the Tuscaloosa tornado in the past hour:  http://www.twitvid.com/4W6PU   Take shelter everyone!",1,,
"Tuscaloosa, Alabama hit hard by large tornado... just now a large tornado in Birmingham, Alabama... Now Brent, AL needs to take shelter!",1,,
"RT @izzysroses: RT @TORNADOHUNT: Tornado near Fayetteville, TN! Take shelter now! Strong TVS",1,,
stay safe downthere in memphis and knoxville just saw the tornado map...be smart take shelter when you hear about warnings in your area!,0,,
"RT @TORNADOHUNT: Tornado near Fayetteville, TN! Take shelter now! Strong TVS #tnwx",1,,
"Tornado near Fayetteville, TN! Take shelter now! Strong TVS",1,,
"RT @BreakingNews: Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches - @AngieHuggins take cover!",1,,
"/RT TWCBreaking DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW! TAKE SHELTER NOW!!! #severe",1,,
"Take Nick Saban! RT @BreakingNews: RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe",1,,
Ready for @PartyAtIndigo. #tornadoshelter,1,,
"RT @weatherchannel: Large tornado just southwest of Tuscaloosa, AL. If you live in Tuscaloosa, you already should be in your storm shelter.",1,,
"Ok atlanta... if you don't have a basement, what's your plan b for tornado shelter?? Srsly!",1,,
“@AngieNealTeach: MCHS students are currently in their tornado shelter areas.” So proud of our kids they were well behaved during this time.,0,,
really touched that coworker Carlee said a tornado was 10 miles away from school to tell me to get to shelter and to say she loves me!!,0,,
"RT @TWCBreaking: Large #tornado emergency for Birmingham, #alabama. You should already be in a storm shelter! #severe #weather",1,,
"Hope everyones ok, capslock made me giggle""@TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW! TAKE SHELTER NOW!""",1,,
I confirmed tornado has been confirmed n PG county. Please take shelter now!,1,,
Everyone in the PGC warning area be safe and take shelter where needed..the tornado suppose to be something serious,1,,
"Here is an unbelievable radar image from #Birmingham #Alabama, #TORNADO ON THE GROUND. SEEK SHELTER NOW! http://twitpic.com/4qancf",1,,
EVERYONE IN BIRMINGHAM TAKE SHELTER NOW!!! We're watching a city-wide tornado on the new now. WOW!!,0,,
LARGE WEDGE TORNAO IN BIRMINGHAM!  THIS IS A TORNADO EMERGENCY !  TAKE SHELTER!  #ALWX,1,,
"RT @TWCBreaking: Large tornado live on The Weather Channel. Tornado emergency for Birmingham, AL. You should already be in a storm shelter!",0,,
This storm is heading straight for Pineville in Bell County. Please seek safe shelter now as a tornado is likely!,1,,
"@JonathonWW Large tornado live on The Weather Channel right now.Tornado emergency for Birmingham,AL. U should already b in a storm shelter!",1,,
Chick-fil-A is giving away snacks to tornado shelter occupants. Gestures like that are a major win for businesses.,0,,
Live tornado near Birmingham AL on The Weather Channel. Shelter immediately in all western suburbs and downtown.,0,,
"Huge tornado heading directly toward downtown and northern metro Birmingham, AL - seek shelter immediately
#severeweather #tornado",1,,
I bet I'm the only person playing drums in a bomb shelter in a tornado right now,1,,
"Large tornado live on The Weather Channel right now. Tornado emergency for Birmingham, AL. You should already be in a storm shelter! #severe",1,,
be safe! RT @KannnD: Neighbors saw rotation go over my house. I lost power and cell reception is non existent in my tornado shelter,1,,
"RT @MrJohnD “@BreakingNews: Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches - ABC 33/40",1,,
"@graceoc pls pray for AL fam/friends//RT @BreakingNews Residents dwntwn Bham,AL asked take shelter as violent tornado approaches -ABC 33/40",1,,
takin shelter from the tornado! #winning,1,,
Its bad when you have to clean in case your neighbors take shelter with you from the tornado.,1,,
If you are in or near downtown Birmingham TAKE SHELTER. Large wedge Tornado coming your way. #alwx,1,,
@Marlee_Kattler @kksanderson you know where there's a good tornado shelter? .....Indigo!,1,,
Tornado visible on I-20 and I-59.  Large (possibly 1 mile wide) tornado.  Take shelter immediately.,1,,
RT @milbclubbie: I am now managing a tornado shelter of a dozen or more people and 2 dogs. --Be safe pal! Hope everything turns out to be ok,1,,
"RT @BreakingNews: RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe",1,,
Love there's 4 ppl RT @thinkgeek: YOU GUYS. Promise us if you're ever this close to a tornado you'll seek shelter: http://twitpic.com/4q93rs,1,,
"RT @BreakingNews: Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches - ... http://tmi.me/9rzau",1,,
"FWD: TORNADOHUNT: Hueytown, Concord & Pleasant Grove AL & all of West Birmingham AL take shelter! Immediate tornado danger! DO NOT shelt ...",1,,
"“@BreakingNews: Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches - ABC  http://bit.ly/kZjqXE ”",0,,
Downtown Birmingham has a Tornado on the ground!! Live on ABC 33/40 Take shelter folks!! Praying!!,0,,
Watching 'Inception' with @Jas_Zee in the CC2 tornado shelter. Lol.,0,,
Oh hey there Tornado warning. Hope everyone gets some shelter and is safe.,0,,
"“@TORNADOHUNT: Etowah, TN you are in imminent tornado danger! Take shelter now!” Thinking of my friends there! Stay safe!",0,,
"Wow, watching the weather channel, #Birmingham is about to get slammed with severe weather.  Take shelter! #tornado",0,,
"First the weather forces me to get in a storm shelter at 3 in the morning, then we jaw two tornado periods during school, then ...",0,,
"Great, the cat just farted in our tornado shelter. #ireallyhatetornadoes",0,,
"RT @WHMABIG95: #TORNADO EMERGENCY!!! Hueytown, Pleasant Grove, Fairfield, Sylvan Springs in Birmingham metro. SEEK SHELTER NOW! #alwx",1,,
"RT @PaulaTrump: Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches! <~dayum",0,,
"TORNADO EMERGENCY!!! Hueytown, Pleasant Grove, Fairfield, Sylvan Springs in Birmingham metro. SEEK SHELTER NOW! #alwx",1,,
"BreakingNews: Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches - ABC 33/40... #fb",1,,
I am now managing a tornado shelter of a dozen or more people and 2 dogs.,0,,
"“@TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe”",1,,
"Large, violent tornado now only 15-20 min from Birmingham...praying people take shelter or get out of the way!!!",0,,
Residents in downtown Birmingham asked to take shelter as violent tornado approaches - ABC 33/40 http://bit.ly/lb4OR6,0,,
This just in... Residents in downtown Birmingham asked to take shelter as violent tornado approaches - ABC 33/40  . Updates to follow.,0,,
Residents in downtown Birmingham asked to take shelter as violent tornado approaches - ABC 33/40 http://bit.ly/5Upfxk,0,,
"Hueytown, Concord & Pleasant Grove AL & all of West Birmingham AL take shelter! Immediate tornado danger! DO NOT shelter in a mobile home.",1,,
"RT @BreakingNews: Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches http://bit.ly/kZjqXE",1,,
THR: Residents in downtown Birmingham asked to take shelter as violent tornado approaches - ABC 33/40 http://dlvr.it/PwYJp (BN) #tcot,1,,
Err:509,1,,
"RT @BreakingNews:Residents in downtown Birmingham,Alabama asked to take shelter as violent tornado approaches ABC 33/40 http://bit.ly/kZjqXE",1,,
"BreakingNews: Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches - ABC... http://dlvr.it/PwXhx",1,,
"@lvahdani RT @BreakingNews: Residents in downtown Birmingham, AL asked to take shelter as violent tornado approaches http://bit.ly/kZjqXE",1,,
"Oh noes! RT @BreakingNews: Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado (cont) http://tl.gd/a4bqlb",1,,
"“@BreakingNews: Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches"" Stay safe, will be praying!",1,,
Having to go into shelter at the library for a tornado...I wanna be able to live so I can still see @justinbieber<3 iloveyouu,0,,
"Prayers RT@BreakingNews: Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches - ABC 33/40 http: ...",1,,
Serious Question does the City of Tuskegee even have a Tornado Shelter #RealTalk ?,1,,
"Wake Forest University air raid siren just went off with this msg ""Tornado Warning. Seek Shelter Immediately!"" Creepy 2 hear that n the hood",1,,
Anyone in Birmingham? Take shelter NOW - huge tornado almost on you.,0,,
Major Tornado headed to Birmingham AL. If you are in area seek shelter.,0,,
"Residents in downtown Birmingham, #Alabama asked to take shelter as violent #tornado approaches - ABC 33/40 http://bit.ly/kZjqXE",1,,
"RT @HiddenGem: RT @BreakingNews: RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe",1,,
"“@BreakingNews: Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches - ABC 33/40",1,,
@brookebarber This is why I'm glad my room is the perfect tornado shelter,0,,
"Holy bleep! RT @BreakingNews: Birmingham, Alabama asked to take shelter as violent tornado approaches - ABC 33/40 http://bit.ly/kZjqXE",1,,
Be safe Q!!!! RT @qcarter1914: The tornado is headed to my area. About to take shelter ASAP.,0,,
"RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW! TAKE SHELTER NOW!!! #severe",1,,
"Imm scaredd as shit , the lil thingy saidd we got tornado Watch , stay away frm windows , go to lower floor for shelter ' tf",1,,
"RT @BreakingNews: Residents in downtown Birmingham, AL asked to take shelter as violent tornado approaches - ABC 33/40 http://bit.ly/kZjqXE",1,,
"Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches.
http://bit.ly/kZjqXE ",1,,
"Oh wow! Scary RT @BreakingNews: RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe",1,,
"RT @romancemama: RT @TORNADOHUNT: Moored Mill, Huntland, New Market, Hytop, AL seek shelter now! Immediate tornado danger!",1,,
Residents in downtown Birmingham asked to take shelter as violent tornado approaches - ABC 33/40: Residents... http://j.mp/iZLXwf #NaijaMobs,1,,
"Oh God. RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe",1,,
"RT @breakingnews: Residents in downtown Birmingham, Alabama asked to take shelter, violent tornado approaches ABC33/40 http://bit.ly/kZjqXE",1,,
"Praying r/t @BreakingNews Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches http://bit.ly/kZjqXE",1,,
"Live streaming of the tornado outbreak http://doug.vg/V0U Residents of Birmingham, Alabama asked to seek shelter immediately.",1,,
"LMAOL RT @BreakingNews: Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado ... http://tmi.me/9ryae",1,,
"RT @BreakingNews Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches - ABC http://bit.ly/kZjqXE",1,,
"BreakingNews: Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches - ABC 33/40 http://bit.ly/kZjqXE",1,,
"All residents of Birmingham, Al take shelter immediately, a large and dangerous tornado is moving towards downtown!! #tornado #Warning #fb",1,,
"Residents in downtown Birmingham, Alabama asked to take shelter as violent tornado approaches - ABC 33/40 http://bit.ly/kZjqXE",1,,
"Please be careful out there. There are TONS of Tornado warnings all over. If you're in a tornado area, please take shelter!",0,,
"""@TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW! TAKE SHELTER NOW!!!  #severe"" sucks to be an alabama fan right now!",1,,
"Bessemer, Hueytown, McCalla. Hide! Dangerous tornado heading your way. Everyone take shelter!",0,,
"Radar indicated tornado near Colfax, 6 miles north of High Point, NC #ncwx - take shelter Summerfield and Lake Townsend",0,,
Tornado has been confirmed by NWS n Quantico VA. Please take shelter if ur n this area!!!!!,0,,
i repeat a tornado has been confirmed around indian head..bryans road and accokeek. seek shelter immediately,1,,
"Yikes. RT @TORNADOHUNT: Moored Mill, Huntland, New Market, Hytop, AL seek shelter now! Immediate tornado danger!",1,,
We're w/u Johnny. 2nd circulation headed our way RT @johnnygrimes2 Tornado shelter ready! Prayin 4 protection… (cont) http://deck.ly/~khWKn,1,,
"Moored Mill, Huntland, New Market, Hytop, AL seek shelter now! Immediate tornado danger!",1,,
RT @tornadohunt: Haleyville AL run to safe shelter now! Immediate tornado danger!,1,,
"RT @EliteSB: RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe",1,,
"BreakingNews: RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW! TAKE SHELTER NOW!!! #severe http://dlvr.it/PwThJ",1,,
RT @js_hicks: @D_Lovehall Emergency means that there is a tornado in your area and get to shelter ASAFP << LMAO at ASAFP,1,,
"RT @weatherchannel Large tornado just southwest of Tuscaloosa, AL. If you live in Tuscaloosa, you already should be in your storm shelter.",0,,
"DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW! TAKE SHELTER NOW!!! #severe http://goo.gl/fb/PWq9v",1,,
"RT @JessicaRHarmon RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW! TAKE SHELTER NOW!!! #severe",1,,
RT @TORNADOHUNT: Lake View and North Johns AL seek shelter now! Large tornado heading toward Birmingham! All southwest suburbs in danger.,1,,
"@BobHernandez: RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe",1,,
“@CristiAlyse: At work in the tornado shelter...” Be safe Ms. Alyse in this weather!!!,1,,
Haleyville AL run to safe shelter now! Immediate tornado danger!,1,,
Getting ready to have to go in the tornado shelter with James,0,,
You are hardcore bro RT @mattcharney: Roll tide. Too soon?  RT : Huge Huge Huge tornado in Tuscaloosa!!! Get shelter now! Hitting town now,1,,
"RT @PurePainRecords: RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe (Prayers 2 fam!)",1,,
RT @barrymoltz: Do you know what most People do in the tornado shelter...they text! / When I was young they gossiped. Same thing?,0,,
But seriously though I hope that everyone takes shelter and be safe.. Remember that a tornado is very serious and is nothing to play with..,0,,
"@gafroofing hope the plant is ok RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe",1,,
Roll tide.  Too soon?  RT : Huge Huge Huge tornado in Tuscaloosa!!! Get to shelter now! Hitting town now!,1,,
"“@TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe” Kinda late if you're reading this.",1,,
"@annabhenderson  “@TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe”",1,,
A NEW TORNADO COMING INTO THE CITY OF TUSCALOOSA.  PLEASE STAY IN YOUR TORNADO SAFETY  SHELTER.,0,,
Do you know what most People do in the tornado shelter...they text!,0,,
Lake View and North Johns AL seek shelter now! Large tornado heading toward Birmingham! All southwest suburbs in danger.,1,,
"BreakingNews: RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe",1,,
Another tornado headed to Northport and Tuscaloosa. This is another serious potential tornado.  Take shelter.  A new tornado.,0,,
